subzone_code,subzone_name,planning_area,latitude,longitude,Total_Total,volunteers_count,hdb_ratio,elderly_ratio,low_income_ratio,AED_count,risk_score,risk_score_normalized,normalized_risk_score,population_density_proxy,normalized_density,area_weight,current_aeds,optimized_aeds,current_coverage_effect,optimized_coverage_effect,coverage_improvement
WDSZ05,WOODGROVE,WOODLANDS,1.4292815677583888,103.7785498460008,33790.0,0,1.0,0.199,0.13,10,99.99685,0.01522024,0.01522024,33790.0,0.2579783173003512,0.2579783173003512,10,35,0.03926491904107497,0.1374272166437624,0.09816229760268742
YSSZ03,YISHUN EAST,YISHUN,1.427892022103711,103.8465855719554,60670.0,0,0.0,0.199,0.13,27,270.00537,0.041097652,0.041097652,60670.0,0.4632004886242174,0.4632004886242174,27,166,0.5139842171681172,3.1600511129595357,2.6460668957914186
WCSZ01,MURAI,WESTERN WATER CATCHMENT,1.3825878904122673,103.6896286985971,640.0,0,0.0,0.199,0.13,657,6569.7695,1.0,1.0,640.0,0.004886242174377767,0.004886242174377767,657,43,3.210261108566193,0.210108413498244,-3.000152695067949
SLSZ02,PULAU PUNGGOL BARAT,SELETAR,1.4251691934628905,103.87869831177218,0.0,0,0.8,0.199,0.13,17,170.0181,0.025878344,0.025878344,0.0,0.0,0.0,17,2,0.0,0.0,0.0
SMSZ04,PULAU SELETAR,SIMPANG,1.443544275505754,103.86486848827307,0.0,0,0.8,0.199,0.13,10,99.995995,0.015220109,0.015220109,0.0,0.0,0.0,10,2,0.0,0.0,0.0
SBSZ05,ADMIRALTY,SEMBAWANG,1.4533881833946642,103.82515275933612,13920.0,0,0.0,0.199,0.13,15,150.01222,0.0228332,0.0228332,13920.0,0.10627576729271644,0.10627576729271644,15,22,0.0363992377462208,0.05338554869445718,0.016986310948236376
LKSZ01,LIM CHU KANG,LIM CHU KANG,1.4306433390119435,103.7192852380507,110.0,0,0.0,0.199,0.13,192,1919.9893,0.2922457,0.2922457,110.0,0.0008398228737211788,0.0008398228737211788,192,3,0.04712344773247824,0.0007363038708199724,-0.046387143861658264
SMSZ01,SIMPANG NORTH,SIMPANG,1.447161405151341,103.84579755255665,0.0,0,0.8,0.199,0.13,17,170.0181,0.025878344,0.025878344,0.0,0.0,0.0,17,2,0.0,0.0,0.0
SBSZ09,SENOKO SOUTH,SEMBAWANG,1.4534932721233689,103.80753813535276,30.0,0,0.0,0.199,0.13,13,129.99985,0.01978707,0.01978707,30.0,0.00022904260192395785,0.00022904260192395785,13,2,5.891706596426936e-05,9.064163994502978e-06,-4.985290196976638e-05
SBSZ04,SEMBAWANG NORTH,SEMBAWANG,1.4570000322483612,103.81569620405992,25540.0,0,0.0,0.199,0.13,12,119.99892,0.018264802,0.018264802,25540.0,0.1949916017712628,0.1949916017712628,12,31,0.04273779597617957,0.11040597293846388,0.0676681769622843
SMSZ02,TANJONG IRAU,SIMPANG,1.454241601861276,103.85092787899475,0.0,0,0.8,0.199,0.13,7,70.00027,0.010654387,0.010654387,0.0,0.0,0.0,7,2,0.0,0.0,0.0
YSSZ09,YISHUN WEST,YISHUN,1.4311390462017437,103.83101158891166,53910.0,0,0.0,0.199,0.13,6,60.01074,0.009133858,0.009133858,53910.0,0.4115895556573523,0.4115895556573523,6,33,0.02255640333394411,0.12406021833669263,0.10150381500274852
WDSZ01,WOODLANDS REGIONAL CENTRE,WOODLANDS,1.4386019845905504,103.78453565333486,10.0,0,1.0,0.199,0.13,6,60.004208,0.009132864,0.009132864,10.0,7.634753397465261e-05,7.634753397465261e-05,6,2,4.183629867155291e-06,1.3945432890517634e-06,-2.7890865781035272e-06
NESZ01,NORTH-EASTERN ISLANDS,NORTH-EASTERN ISLANDS,1.4016414063852154,104.03482291117656,50.0,0,0.0,0.199,0.13,121,699.8303,0.106522344,0.106522344,50.0,0.0003817376698732631,0.0003817376698732631,121,1,0.004920294557947779,4.066359138799817e-05,-0.00487963096655978
SMSZ03,SIMPANG SOUTH,SIMPANG,1.4344660460980738,103.85639359630376,0.0,0,0.8,0.199,0.13,13,129.98436,0.019784711,0.019784711,0.0,0.0,0.0,13,2,0.0,0.0,0.0
YSSZ02,NORTHLAND,YISHUN,1.4380947136210638,103.83799650329428,28000.0,0,0.0,0.199,0.13,15,150.01755,0.022834012,0.022834012,28000.0,0.21377309512902734,0.21377309512902734,15,43,0.07321946129180028,0.20989578903649414,0.13667632774469385
WDSZ02,MIDVIEW,WOODLANDS,1.4398884999003645,103.79153165821884,35270.0,0,1.0,0.199,0.13,4,39.993797,0.0060870307,0.0060870307,35270.0,0.2692777523285998,0.2692777523285998,4,15,0.006556407781004734,0.024586529178767753,0.01803012139776302
WDSZ06,WOODLANDS WEST,WOODLANDS,1.4374636490043402,103.77565199317502,33910.0,0,1.0,0.199,0.13,14,139.96028,0.021303171,0.021303171,33910.0,0.258894487708047,0.258894487708047,14,48,0.07721382959642692,0.26473313004489235,0.18751930044846543
SBSZ02,SEMBAWANG SPRINGS,SEMBAWANG,1.4409557864528628,103.8250228336302,9090.0,0,0.0,0.199,0.13,15,150.01755,0.022834012,0.022834012,9090.0,0.06939990838295923,0.06939990838295923,15,14,0.023770175112230875,0.022185496771415483,-0.0015846783408153924
SKSZ01,KRANJI,SUNGEI KADUT,1.4343280230810591,103.75933587077202,10.0,0,0.0,0.199,0.13,35,350.00696,0.053274885,0.053274885,10.0,7.634753397465261e-05,7.634753397465261e-05,35,2,0.00014235921323866237,8.134812185066423e-06,-0.00013422440105359594
PLSZ05,PLAB,PAYA LEBAR,1.3575213138424054,103.91141206549396,0.0,0,0.8,0.199,0.13,60,600.10394,0.091342755,0.091342755,0.0,0.0,0.0,60,2,0.0,0.0,0.0
MDSZ02,MANDAI EAST,MANDAI,1.4267814977221402,103.8130039080276,0.0,0,0.8,0.199,0.13,68,679.9948,0.10350314,0.10350314,0.0,0.0,0.0,68,2,0.0,0.0,0.0
YSSZ07,NEE SOON,YISHUN,1.4075164723581255,103.81464337419798,890.0,0,0.0,0.199,0.13,47,469.7816,0.071506076,0.071506076,890.0,0.006794930523744083,0.006794930523744083,47,5,0.02283630446694152,0.0024293940922278214,-0.020406910374713698
BSSZ01,UPPER THOMSON,BISHAN,1.3576512921889832,103.832301064889,29390.0,0,0.0,0.199,0.13,28,279.99194,0.04261773,0.04261773,29390.0,0.22438540235150406,0.22438540235150406,28,83,0.2677583018140174,0.7937121089486945,0.5259538071346771
AMSZ05,SHANGRI-LA,ANG MO KIO,1.3679721768285331,103.83839287906925,15960.0,0,1.0,0.199,0.13,4,40.00608,0.0060889004,0.0060889004,15960.0,0.12185066422354558,0.12185066422354558,4,7,0.0029677462325240493,0.0051935559069170864,0.002225809674393037
AMSZ04,TOWNSVILLE,ANG MO KIO,1.3653546962396943,103.84847255683056,21140.0,0,1.0,0.199,0.13,10,100.000496,0.015220795,0.015220795,21140.0,0.16139868682241565,0.16139868682241565,10,22,0.024566163253931902,0.05404555915865018,0.02947939590471828
BSSZ02,MARYMOUNT,BISHAN,1.35436002668161,103.844888415435,29620.0,0,0.0,0.199,0.13,10,100.00645,0.015221701,0.015221701,29620.0,0.22614139563292104,0.22614139563292104,10,30,0.034422567080470305,0.1032677012414109,0.0688451341609406
TSSZ06,TUAS VIEW EXTENSION,TUAS,1.2523841787299017,103.62760625869268,10.0,0,0.0,0.199,0.13,179,1789.9954,0.272459,0.272459,10.0,7.634753397465261e-05,7.634753397465261e-05,179,1,0.0037234815238967782,2.0801572759199877e-05,-0.0037026799511375784
